break load img
/home/sophie/anaconda3/envs/gps/lib/python3.10/site-packages/torchvision/models/_utils.py:208: UserWarning: The parameter 'pretrained' is deprecated since 0.13 and may be removed in the future, please use 'weights' instead.
Iteration [201/800], Loss: 4.2064
Iteration [301/800], Loss: 4.0199
Iteration [401/800], Loss: 3.6886
Iteration [501/800], Loss: 3.7891
Iteration [601/800], Loss: 3.6905
Iteration [701/800], Loss: 3.4944
**Epoch [14/200], Loss: 3.4680

Iteration [1/800], Loss: 7.0068
Iteration [101/800], Loss: 2.5305
Iteration [201/800], Loss: 2.8632
Iteration [301/800], Loss: 2.9037
Iteration [401/800], Loss: 2.8099
Iteration [501/800], Loss: 2.8209
Iteration [601/800], Loss: 2.8630
Iteration [701/800], Loss: 2.8475
**Epoch [15/200], Loss: 2.8865

Iteration [1/800], Loss: 11.9503
Iteration [101/800], Loss: 4.8909
Iteration [201/800], Loss: 3.8316
Iteration [301/800], Loss: 3.3174
Iteration [401/800], Loss: 3.1425
Iteration [501/800], Loss: 3.0107
Iteration [601/800], Loss: 2.9442
Iteration [701/800], Loss: 2.9181
**Epoch [16/200], Loss: 2.7934

Iteration [1/800], Loss: 3.0096
Iteration [101/800], Loss: 2.0101
Iteration [201/800], Loss: 3.0732
Iteration [301/800], Loss: 2.9744
Iteration [401/800], Loss: 2.9857
Iteration [501/800], Loss: 3.0120
Iteration [601/800], Loss: 2.9745
Iteration [701/800], Loss: 2.8794
**Epoch [17/200], Loss: 2.7624

Iteration [1/800], Loss: 2.7712
Iteration [101/800], Loss: 3.5270
Iteration [201/800], Loss: 2.8178
Iteration [301/800], Loss: 2.6589
Iteration [401/800], Loss: 2.6871
Iteration [501/800], Loss: 2.8612
Iteration [601/800], Loss: 2.8045
Iteration [701/800], Loss: 2.6864
**Epoch [18/200], Loss: 2.5811

Iteration [1/800], Loss: 1.9279
Iteration [101/800], Loss: 2.6083
Iteration [201/800], Loss: 2.5160
Iteration [301/800], Loss: 2.5563
Iteration [401/800], Loss: 2.3805
Iteration [501/800], Loss: 2.1982
Iteration [601/800], Loss: 2.0917
Iteration [701/800], Loss: 2.0792
**Epoch [19/200], Loss: 2.0336

Iteration [1/800], Loss: 3.4585
Iteration [101/800], Loss: 2.0648
Iteration [201/800], Loss: 2.9708
Iteration [301/800], Loss: 2.6514
Iteration [401/800], Loss: 2.6182
Iteration [501/800], Loss: 2.9549
Iteration [601/800], Loss: 2.8129
Iteration [701/800], Loss: 2.7188
**Epoch [20/200], Loss: 2.6537

Iteration [1/800], Loss: 5.2067
Iteration [101/800], Loss: 1.9126
Iteration [201/800], Loss: 1.6467
Iteration [301/800], Loss: 1.6460
Iteration [401/800], Loss: 1.7306
Iteration [501/800], Loss: 1.7345
Iteration [601/800], Loss: 1.6450
Iteration [701/800], Loss: 1.6997
**Epoch [21/200], Loss: 1.6611

Iteration [1/800], Loss: 2.9029
Iteration [101/800], Loss: 1.1937
Iteration [201/800], Loss: 2.0806
Iteration [301/800], Loss: 1.9157
Iteration [401/800], Loss: 1.7139
Iteration [501/800], Loss: 1.5720
Iteration [601/800], Loss: 1.5378
Iteration [701/800], Loss: 1.5319
**Epoch [22/200], Loss: 1.5590

Iteration [1/800], Loss: 2.0357
Iteration [101/800], Loss: 1.6224
Iteration [201/800], Loss: 1.9519
Iteration [301/800], Loss: 1.9903
Iteration [401/800], Loss: 2.6517
Iteration [501/800], Loss: 2.5739
Iteration [601/800], Loss: 2.3998
Iteration [701/800], Loss: 2.2714
**Epoch [23/200], Loss: 2.1535

Iteration [1/800], Loss: 4.0731
Iteration [101/800], Loss: 1.4767
Iteration [201/800], Loss: 1.3372
Iteration [301/800], Loss: 1.3209
Iteration [401/800], Loss: 1.4100
Iteration [501/800], Loss: 1.4079
Iteration [601/800], Loss: 1.3883
Iteration [701/800], Loss: 1.3845
**Epoch [24/200], Loss: 1.3735

Iteration [1/800], Loss: 1.4481
Iteration [101/800], Loss: 1.7582
Iteration [201/800], Loss: 1.7952
Iteration [301/800], Loss: 1.7864
Iteration [401/800], Loss: 1.5919
Iteration [501/800], Loss: 1.6048
Iteration [601/800], Loss: 1.6752
Iteration [701/800], Loss: 1.7062
**Epoch [25/200], Loss: 1.6244

Iteration [1/800], Loss: 2.7224
Iteration [101/800], Loss: 0.6938
Iteration [201/800], Loss: 0.7156
Iteration [301/800], Loss: 0.8599
Iteration [401/800], Loss: 1.1200
Iteration [501/800], Loss: 1.2374
Iteration [601/800], Loss: 1.2043
Iteration [701/800], Loss: 1.1637
**Epoch [26/200], Loss: 1.2981

Iteration [1/800], Loss: 5.8720
Iteration [101/800], Loss: 1.1054
Iteration [201/800], Loss: 1.1032
Iteration [301/800], Loss: 1.5249
Iteration [401/800], Loss: 1.3817
Iteration [501/800], Loss: 1.3323
Iteration [601/800], Loss: 1.4057
Iteration [701/800], Loss: 1.3670
**Epoch [27/200], Loss: 1.3607

Iteration [1/800], Loss: 0.8429
Iteration [101/800], Loss: 0.5798
Iteration [201/800], Loss: 0.8613
Iteration [301/800], Loss: 1.0032
Iteration [401/800], Loss: 1.1222
Iteration [501/800], Loss: 1.8463
Iteration [601/800], Loss: 1.8311
Iteration [701/800], Loss: 1.7446
**Epoch [28/200], Loss: 1.6078

Iteration [1/800], Loss: 2.9778
Iteration [101/800], Loss: 1.3720
Iteration [201/800], Loss: 1.2613
Iteration [301/800], Loss: 1.3893
Iteration [401/800], Loss: 1.2891
Iteration [501/800], Loss: 1.1657
Iteration [601/800], Loss: 1.1081
Iteration [701/800], Loss: 1.1899
**Epoch [29/200], Loss: 1.3745

Iteration [1/800], Loss: 4.5657
Iteration [101/800], Loss: 1.2016
Iteration [201/800], Loss: 1.2783
Iteration [301/800], Loss: 1.2817
Iteration [401/800], Loss: 1.1764
Iteration [501/800], Loss: 1.1701
Iteration [601/800], Loss: 1.1233
Iteration [701/800], Loss: 1.1586
**Epoch [30/200], Loss: 1.1285

Iteration [1/800], Loss: 4.4342
Iteration [101/800], Loss: 0.8357
Iteration [201/800], Loss: 0.6993
Iteration [301/800], Loss: 0.6392
Iteration [401/800], Loss: 0.6482
Iteration [501/800], Loss: 0.6485
Iteration [601/800], Loss: 0.7970
Iteration [701/800], Loss: 0.8364
**Epoch [31/200], Loss: 0.8363

Iteration [1/800], Loss: 1.4052
Iteration [101/800], Loss: 0.6954
Iteration [201/800], Loss: 0.6591
Iteration [301/800], Loss: 0.6573
Iteration [401/800], Loss: 0.6354
Iteration [501/800], Loss: 0.7377
Iteration [601/800], Loss: 0.7492
Iteration [701/800], Loss: 0.7480
**Epoch [32/200], Loss: 0.7656

Iteration [1/800], Loss: 9.1447
Iteration [101/800], Loss: 1.3577
Iteration [201/800], Loss: 1.0302
Iteration [301/800], Loss: 0.9011
Iteration [401/800], Loss: 0.9293
Iteration [501/800], Loss: 1.0318
Iteration [601/800], Loss: 1.2940
Iteration [701/800], Loss: 1.2032
**Epoch [33/200], Loss: 1.0972

Iteration [1/800], Loss: 0.3963
Iteration [101/800], Loss: 0.4544
Iteration [201/800], Loss: 0.4270
Iteration [301/800], Loss: 0.9195
Iteration [401/800], Loss: 0.9730
Iteration [501/800], Loss: 0.9364
Iteration [601/800], Loss: 0.9124
Iteration [701/800], Loss: 0.8674
**Epoch [34/200], Loss: 0.8545

Iteration [1/800], Loss: 1.9514
Iteration [101/800], Loss: 0.5532
Iteration [201/800], Loss: 0.4833
Iteration [301/800], Loss: 0.4862
Iteration [401/800], Loss: 0.4701
Iteration [501/800], Loss: 0.4430
Iteration [601/800], Loss: 0.4945
Iteration [701/800], Loss: 0.5671
**Epoch [35/200], Loss: 0.5695

Iteration [1/800], Loss: 1.0476
Iteration [101/800], Loss: 1.1757
Iteration [201/800], Loss: 0.8758
Iteration [301/800], Loss: 0.7358
Iteration [401/800], Loss: 0.6713
Iteration [501/800], Loss: 0.6187
Iteration [601/800], Loss: 0.5898
Iteration [701/800], Loss: 0.5700
**Epoch [36/200], Loss: 0.5847

Iteration [1/800], Loss: 1.2169
Iteration [101/800], Loss: 4.1941
Iteration [201/800], Loss: 3.4842
Iteration [301/800], Loss: 2.5500
Iteration [401/800], Loss: 2.1402
Iteration [501/800], Loss: 1.8187
Iteration [601/800], Loss: 1.5809
Iteration [701/800], Loss: 1.4351
**Epoch [37/200], Loss: 1.3255

Iteration [1/800], Loss: 4.7002
Iteration [101/800], Loss: 0.7667
Iteration [201/800], Loss: 0.7073
Iteration [301/800], Loss: 0.7640
Iteration [401/800], Loss: 0.7665
Iteration [501/800], Loss: 0.7508
Iteration [601/800], Loss: 0.8142
Iteration [701/800], Loss: 0.8234
**Epoch [38/200], Loss: 0.7632

Iteration [1/800], Loss: 0.5138
Iteration [101/800], Loss: 0.3360
Iteration [201/800], Loss: 0.3530
Iteration [301/800], Loss: 0.3759
Iteration [401/800], Loss: 0.4154
Iteration [501/800], Loss: 0.4836
Iteration [601/800], Loss: 0.5528
Iteration [701/800], Loss: 0.6107
**Epoch [39/200], Loss: 0.6196

Iteration [1/800], Loss: 0.6958
Iteration [101/800], Loss: 0.4310
Iteration [201/800], Loss: 0.4230
Iteration [301/800], Loss: 0.3889
Iteration [401/800], Loss: 0.4425
Iteration [501/800], Loss: 0.7820
Iteration [601/800], Loss: 0.8951
Iteration [701/800], Loss: 0.8589
**Epoch [40/200], Loss: 0.8001

Iteration [1/800], Loss: 0.6595
Iteration [101/800], Loss: 0.5991
Iteration [201/800], Loss: 0.5384
Iteration [301/800], Loss: 0.4728
Iteration [401/800], Loss: 0.4246
Iteration [501/800], Loss: 0.3995
Iteration [601/800], Loss: 0.3957
Iteration [701/800], Loss: 0.3760
**Epoch [41/200], Loss: 0.3649

Iteration [1/800], Loss: 1.0177
Iteration [101/800], Loss: 0.5070
Iteration [201/800], Loss: 0.4253
Iteration [301/800], Loss: 0.5216
Iteration [401/800], Loss: 0.4898
Iteration [501/800], Loss: 0.4781
Iteration [601/800], Loss: 0.4847
Iteration [701/800], Loss: 0.4684
**Epoch [42/200], Loss: 0.5881

Iteration [1/800], Loss: 3.9952
Iteration [101/800], Loss: 0.7236
Iteration [201/800], Loss: 0.5535
Iteration [301/800], Loss: 0.6730
Iteration [401/800], Loss: 0.6490
Iteration [501/800], Loss: 0.6630
Iteration [601/800], Loss: 0.6394
Iteration [701/800], Loss: 0.6606
**Epoch [43/200], Loss: 0.6532

Iteration [1/800], Loss: 0.6050
Iteration [101/800], Loss: 0.5070
Iteration [201/800], Loss: 0.7388
Iteration [301/800], Loss: 0.6337
Iteration [401/800], Loss: 0.5520
Iteration [501/800], Loss: 0.4887
Iteration [601/800], Loss: 0.4574
Iteration [701/800], Loss: 0.4421
**Epoch [44/200], Loss: 0.4425

Iteration [1/800], Loss: 0.7799
Iteration [101/800], Loss: 0.2263
Iteration [201/800], Loss: 0.4273
Iteration [301/800], Loss: 0.5873
Iteration [401/800], Loss: 0.6596
Iteration [501/800], Loss: 0.6061
Iteration [601/800], Loss: 0.5594
Iteration [701/800], Loss: 0.5740
**Epoch [45/200], Loss: 0.5807

Iteration [1/800], Loss: 1.3291
Iteration [101/800], Loss: 0.5661
Iteration [201/800], Loss: 0.5121
Iteration [301/800], Loss: 0.5690
Iteration [401/800], Loss: 0.5222
Iteration [501/800], Loss: 0.5729
Iteration [601/800], Loss: 0.5465
Iteration [701/800], Loss: 0.5212
**Epoch [46/200], Loss: 0.5090

Iteration [1/800], Loss: 2.0583
Iteration [101/800], Loss: 0.5683
Iteration [201/800], Loss: 1.1165
Iteration [301/800], Loss: 0.9032
Iteration [401/800], Loss: 0.8016
Iteration [501/800], Loss: 0.7146
Iteration [601/800], Loss: 0.6814
Iteration [701/800], Loss: 0.6182
**Epoch [47/200], Loss: 0.5700

Iteration [1/800], Loss: 0.7293
Iteration [101/800], Loss: 0.9684
Iteration [201/800], Loss: 0.8500
Iteration [301/800], Loss: 0.7641
Iteration [401/800], Loss: 0.7635
Iteration [501/800], Loss: 0.6812
Iteration [601/800], Loss: 0.6797
Iteration [701/800], Loss: 0.6482
**Epoch [48/200], Loss: 0.6292

Iteration [1/800], Loss: 0.9193
Iteration [101/800], Loss: 0.2485
Iteration [201/800], Loss: 0.3012
Iteration [301/800], Loss: 0.3060
Iteration [401/800], Loss: 0.3515
Iteration [501/800], Loss: 0.3841
Iteration [601/800], Loss: 0.4877
Iteration [701/800], Loss: 0.5073
**Epoch [49/200], Loss: 0.4866

Iteration [1/800], Loss: 0.4912
Iteration [101/800], Loss: 0.3514
Iteration [201/800], Loss: 0.4784
Iteration [301/800], Loss: 0.5331
Iteration [401/800], Loss: 0.5412
Iteration [501/800], Loss: 0.5092
Iteration [601/800], Loss: 0.4670
Iteration [701/800], Loss: 0.4716
**Epoch [50/200], Loss: 0.4723

Iteration [1/800], Loss: 5.1047
Iteration [101/800], Loss: 1.3332
Iteration [201/800], Loss: 1.0106
Iteration [301/800], Loss: 0.8374
Iteration [401/800], Loss: 0.6738
Iteration [501/800], Loss: 0.5668
Iteration [601/800], Loss: 0.5404
Iteration [701/800], Loss: 0.5562
**Epoch [51/200], Loss: 0.5643

Iteration [1/800], Loss: 1.3473
Iteration [101/800], Loss: 0.4680
Iteration [201/800], Loss: 0.3378
Iteration [301/800], Loss: 0.3076
Iteration [401/800], Loss: 0.2762
Iteration [501/800], Loss: 0.2566
Iteration [601/800], Loss: 0.2496
Iteration [701/800], Loss: 0.2760
**Epoch [52/200], Loss: 0.3368

Iteration [1/800], Loss: 1.3817
Iteration [101/800], Loss: 0.5272
Iteration [201/800], Loss: 0.4068
Iteration [301/800], Loss: 0.3444
Iteration [401/800], Loss: 0.3559
Iteration [501/800], Loss: 0.3404
Iteration [601/800], Loss: 0.3350
Iteration [701/800], Loss: 0.3652
**Epoch [53/200], Loss: 0.3873

Iteration [1/800], Loss: 0.6198
Iteration [101/800], Loss: 1.1866
Iteration [201/800], Loss: 0.9729
Iteration [301/800], Loss: 0.7574
Iteration [401/800], Loss: 0.6232
Iteration [501/800], Loss: 0.5757
Iteration [601/800], Loss: 0.5338
Iteration [701/800], Loss: 0.4871
**Epoch [54/200], Loss: 0.5313

Iteration [1/800], Loss: 9.0221
Iteration [101/800], Loss: 1.7151
Iteration [201/800], Loss: 0.9929
Iteration [301/800], Loss: 0.7225
Iteration [401/800], Loss: 0.5897
Iteration [501/800], Loss: 0.5161
Iteration [601/800], Loss: 0.4763
Iteration [701/800], Loss: 0.4505
**Epoch [55/200], Loss: 0.4265

Iteration [1/800], Loss: 0.5543
Iteration [101/800], Loss: 0.3229
Iteration [201/800], Loss: 0.4255
Iteration [301/800], Loss: 0.3723
Iteration [401/800], Loss: 0.4135
Iteration [501/800], Loss: 0.5140
Iteration [601/800], Loss: 0.5466
Iteration [701/800], Loss: 0.5465
**Epoch [56/200], Loss: 0.5527

Iteration [1/800], Loss: 0.3240
Iteration [101/800], Loss: 0.2989
Iteration [201/800], Loss: 0.2209
Iteration [301/800], Loss: 0.2085
Iteration [401/800], Loss: 0.2205
Iteration [501/800], Loss: 0.2208
Iteration [601/800], Loss: 0.2217
Iteration [701/800], Loss: 0.2606
**Epoch [57/200], Loss: 0.3148

Iteration [1/800], Loss: 4.5032
Iteration [101/800], Loss: 1.1028
Iteration [201/800], Loss: 0.6929
Iteration [301/800], Loss: 0.5312
Iteration [401/800], Loss: 0.5530
Iteration [501/800], Loss: 0.5639
Iteration [601/800], Loss: 0.5228
Iteration [701/800], Loss: 0.4792
**Epoch [58/200], Loss: 0.4406

Iteration [1/800], Loss: 0.5290
Iteration [101/800], Loss: 0.3990
Iteration [201/800], Loss: 0.4115
Iteration [301/800], Loss: 0.3838
Iteration [401/800], Loss: 0.3919
Iteration [501/800], Loss: 0.4377
Iteration [601/800], Loss: 0.4447
Iteration [701/800], Loss: 0.4550
**Epoch [59/200], Loss: 0.4729

Iteration [1/800], Loss: 0.8297
Iteration [101/800], Loss: 0.4536
Iteration [201/800], Loss: 0.3510
Iteration [301/800], Loss: 0.3799
Iteration [401/800], Loss: 0.3344
Iteration [501/800], Loss: 0.3371
Iteration [601/800], Loss: 0.3072
Iteration [701/800], Loss: 0.2836
**Epoch [60/200], Loss: 0.3032

Iteration [1/800], Loss: 1.0589
Iteration [101/800], Loss: 0.3691
Iteration [201/800], Loss: 0.4315
Iteration [301/800], Loss: 0.3573
Iteration [401/800], Loss: 0.3573
Iteration [501/800], Loss: 0.3243
Iteration [601/800], Loss: 0.3461
Iteration [701/800], Loss: 0.3345
**Epoch [61/200], Loss: 0.3335

Iteration [1/800], Loss: 0.5035
Iteration [101/800], Loss: 0.7129
Iteration [201/800], Loss: 0.4840
Iteration [301/800], Loss: 0.4746
Iteration [401/800], Loss: 0.4730
Iteration [501/800], Loss: 0.4285
Iteration [601/800], Loss: 0.3782
Iteration [701/800], Loss: 0.3574
**Epoch [62/200], Loss: 0.3405

Iteration [1/800], Loss: 0.4867
Iteration [101/800], Loss: 0.1707
Iteration [201/800], Loss: 0.1990
Iteration [301/800], Loss: 0.1959
Iteration [401/800], Loss: 0.2381
Iteration [501/800], Loss: 0.2897
Iteration [601/800], Loss: 0.3417
Iteration [701/800], Loss: 0.3371
**Epoch [63/200], Loss: 0.3249

Iteration [1/800], Loss: 0.7231
Iteration [101/800], Loss: 0.1957
Iteration [201/800], Loss: 0.1777
Iteration [301/800], Loss: 0.1797
Iteration [401/800], Loss: 0.1780
Iteration [501/800], Loss: 0.1831
Iteration [601/800], Loss: 0.2024
Iteration [701/800], Loss: 0.2049
**Epoch [64/200], Loss: 0.1986

Iteration [1/800], Loss: 0.4475
Iteration [101/800], Loss: 0.2035
Iteration [201/800], Loss: 0.1886
Iteration [301/800], Loss: 0.2480
Iteration [401/800], Loss: 0.2635
Iteration [501/800], Loss: 0.3509
Iteration [601/800], Loss: 0.3489
Iteration [701/800], Loss: 0.4179
**Epoch [65/200], Loss: 0.4221

Iteration [1/800], Loss: 3.0085
Iteration [101/800], Loss: 0.3185
Iteration [201/800], Loss: 0.2820
Iteration [301/800], Loss: 0.3109
Iteration [401/800], Loss: 0.2706
Iteration [501/800], Loss: 0.2542
Iteration [601/800], Loss: 0.2503
Iteration [701/800], Loss: 0.2889
**Epoch [66/200], Loss: 0.3061

Iteration [1/800], Loss: 0.8411
Iteration [101/800], Loss: 0.4003
Iteration [201/800], Loss: 0.3635
Iteration [301/800], Loss: 0.3830
Iteration [401/800], Loss: 0.3362
Iteration [501/800], Loss: 0.3054
Iteration [601/800], Loss: 0.2830
Iteration [701/800], Loss: 0.2931
**Epoch [67/200], Loss: 0.2945

Iteration [1/800], Loss: 0.4638
Iteration [101/800], Loss: 0.2507
Iteration [201/800], Loss: 0.1915
Iteration [301/800], Loss: 0.2127
Iteration [401/800], Loss: 0.2404
Iteration [501/800], Loss: 0.2615
Iteration [601/800], Loss: 0.2865
Iteration [701/800], Loss: 0.3029
**Epoch [68/200], Loss: 0.3202

Iteration [1/800], Loss: 0.4040
Iteration [101/800], Loss: 0.2407
Iteration [201/800], Loss: 0.2246
Iteration [301/800], Loss: 0.2031
Iteration [401/800], Loss: 0.1849
Iteration [501/800], Loss: 0.2700
Iteration [601/800], Loss: 0.3578
Iteration [701/800], Loss: 0.3322
**Epoch [69/200], Loss: 0.3141

Iteration [1/800], Loss: 0.3321
Iteration [101/800], Loss: 0.1531
Iteration [201/800], Loss: 0.1681
Iteration [301/800], Loss: 0.1921
Iteration [401/800], Loss: 0.2834
Iteration [501/800], Loss: 0.2616
Iteration [601/800], Loss: 0.2586
Iteration [701/800], Loss: 0.2618
**Epoch [70/200], Loss: 0.2619

Iteration [1/800], Loss: 1.0388
Iteration [101/800], Loss: 0.1908
Iteration [201/800], Loss: 0.1974
Iteration [301/800], Loss: 0.2128
Iteration [401/800], Loss: 0.2375
Iteration [501/800], Loss: 0.2594
Iteration [601/800], Loss: 0.2565
Iteration [701/800], Loss: 0.2533
**Epoch [71/200], Loss: 0.2466

Iteration [1/800], Loss: 0.2472
Iteration [101/800], Loss: 0.1475
Iteration [201/800], Loss: 0.1421
Iteration [301/800], Loss: 0.1541
Iteration [401/800], Loss: 0.2063
Iteration [501/800], Loss: 0.2417
Iteration [601/800], Loss: 0.2277
Iteration [701/800], Loss: 0.2842
**Epoch [72/200], Loss: 0.2767

Iteration [1/800], Loss: 0.1720
Iteration [101/800], Loss: 0.1732
Iteration [201/800], Loss: 0.1574
Iteration [301/800], Loss: 0.1613
Iteration [401/800], Loss: 0.1764
Iteration [501/800], Loss: 0.1760
Iteration [601/800], Loss: 0.2011
Iteration [701/800], Loss: 0.1987
**Epoch [73/200], Loss: 0.1937

Iteration [1/800], Loss: 0.2432
Iteration [101/800], Loss: 0.1115
Iteration [201/800], Loss: 0.1452
Iteration [301/800], Loss: 0.2189
Iteration [401/800], Loss: 0.2238
Iteration [501/800], Loss: 0.2356
Iteration [601/800], Loss: 0.2330
Iteration [701/800], Loss: 0.2168
**Epoch [74/200], Loss: 0.2081

Iteration [1/800], Loss: 0.5122
Iteration [101/800], Loss: 0.2216
Iteration [201/800], Loss: 0.2603
Iteration [301/800], Loss: 0.4064
Iteration [401/800], Loss: 0.3987
Iteration [501/800], Loss: 0.3450
Iteration [601/800], Loss: 0.3203
Iteration [701/800], Loss: 0.2968
**Epoch [75/200], Loss: 0.2768

Iteration [1/800], Loss: 0.2664
Iteration [101/800], Loss: 0.1158
Iteration [201/800], Loss: 0.1692
Iteration [301/800], Loss: 0.1958
Iteration [401/800], Loss: 0.2551
Iteration [501/800], Loss: 0.2696
Iteration [601/800], Loss: 0.2734
Iteration [701/800], Loss: 0.2645
**Epoch [76/200], Loss: 0.2668

Iteration [1/800], Loss: 0.1118
Iteration [101/800], Loss: 0.2658
Iteration [201/800], Loss: 0.3294
Iteration [301/800], Loss: 0.9348
Iteration [401/800], Loss: 1.0204
Iteration [501/800], Loss: 0.8583
Iteration [601/800], Loss: 0.7394
Iteration [701/800], Loss: 0.6506
**Epoch [77/200], Loss: 0.5818

Iteration [1/800], Loss: 0.2091
Iteration [101/800], Loss: 0.1090
Iteration [201/800], Loss: 0.1273
Iteration [301/800], Loss: 0.1620
Iteration [401/800], Loss: 0.1518
Iteration [501/800], Loss: 0.1455
Iteration [601/800], Loss: 0.1472
Iteration [701/800], Loss: 0.1522
**Epoch [78/200], Loss: 0.1616

Iteration [1/800], Loss: 0.3330
Iteration [101/800], Loss: 0.1261
Iteration [201/800], Loss: 0.1189
Iteration [301/800], Loss: 0.1276
Iteration [401/800], Loss: 0.1314
